Seq,DateListed,民國年,統計日期,縣市,縣市別代碼,統計項目,數值
348,"20240905","112","20231231","宜蘭縣","10002","農業區_農牧用地_面積_公頃","4114.224"
349,"20240905","112","20231231","宜蘭縣","10002","林業用地_面積_公頃","10083.645"
350,"20240905","112","20231231","宜蘭縣","10002","其他_含交通特目水利國土保安等用地_面積_公頃","484.652"
351,"20240905","112","20231231","桃園市","68000","原住民保留地土地_面積_公頃","12091.602"
352,"20240905","112","20231231","桃園市","68000","建地_住商行工文等區及甲乙丙丁建地_面積_公頃","70.358"
353,"20240905","112","20231231","桃園市","68000","農業區_農牧用地_面積_公頃","2241.114"
354,"20240905","112","20231231","桃園市","68000","林業用地_面積_公頃","8457.412"
355,"20240905","112","20231231","桃園市","68000","其他_含交通特目水利國土保安等用地_面積_公頃","1322.718"
356,"20240905","112","20231231","新竹縣","10004","原住民保留地土地_面積_公頃","18195.341"
357,"20240905","112","20231231","新竹縣","10004","建地_住商行工文等區及甲乙丙丁建地_面積_公頃","89.16"
358,"20240905","112","20231231","新竹縣","10004","農業區_農牧用地_面積_公頃","4584.711"
359,"20240905","112","20231231","新竹縣","10004","林業用地_面積_公頃","13301.1"
360,"20240905","112","20231231","新竹縣","10004","其他_含交通特目水利國土保安等用地_面積_公頃","220.37"
361,"20240905","112","20231231","苗栗縣","10005","原住民保留地土地_面積_公頃","9165.058"
362,"20240905","112","20231231","苗栗縣","10005","建地_住商行工文等區及甲乙丙丁建地_面積_公頃","56.611"
363,"20240905","112","20231231","苗栗縣","10005","農業區_農牧用地_面積_公頃","2878.911"
364,"20240905","112","20231231","苗栗縣","10005","林業用地_面積_公頃","6000.941"
365,"20240905","112","20231231","苗栗縣","10005","其他_含交通特目水利國土保安等用地_面積_公頃","228.595"
366,"20240905","112","20231231","南投縣","10008","原住民保留地土地_面積_公頃","32130.346"
367,"20240905","112","20231231","南投縣","10008","建地_住商行工文等區及甲乙丙丁建地_面積_公頃","217.017"
368,"20240905","112","20231231","南投縣","10008","農業區_農牧用地_面積_公頃","9401.886"
369,"20240905","112","20231231","南投縣","10008","林業用地_面積_公頃","21209.18"
370,"20240905","112","20231231","南投縣","10008","其他_含交通特目水利國土保安等用地_面積_公頃","1302.263"
371,"20240905","112","20231231","嘉義縣","10010","原住民保留地土地_面積_公頃","6748.039"
372,"20240905","112","20231231","嘉義縣","10010","建地_住商行工文等區及甲乙丙丁建地_面積_公頃","33.633"
373,"20240905","112","20231231","嘉義縣","10010","農業區_農牧用地_面積_公頃","3219.356"
374,"20240905","112","20231231","嘉義縣","10010","林業用地_面積_公頃","3212.755"
375,"20240905","112","20231231","嘉義縣","10010","其他_含交通特目水利國土保安等用地_面積_公頃","282.295"
376,"20240905","112","20231231","屏東縣","10013","原住民保留地土地_面積_公頃","68232.559"
377,"20240905","112","20231231","屏東縣","10013","建地_住商行工文等區及甲乙丙丁建地_面積_公頃","271.742"
378,"20240905","112","20231231","屏東縣","10013","農業區_農牧用地_面積_公頃","15172.789"
379,"20240905","112","20231231","屏東縣","10013","林業用地_面積_公頃","50401.068"
380,"20240905","112","20231231","屏東縣","10013","其他_含交通特目水利國土保安等用地_面積_公頃","2386.96"
381,"20240905","112","20231231","花蓮縣","10015","原住民保留地土地_面積_公頃","31073.051"
382,"20240905","112","20231231","花蓮縣","10015","建地_住商行工文等區及甲乙丙丁建地_面積_公頃","341.391"
383,"20240905","112","20231231","花蓮縣","10015","農業區_農牧用地_面積_公頃","11500.221"
384,"20240905","112","20231231","花蓮縣","10015","林業用地_面積_公頃","16325.199"
385,"20240905","112","20231231","花蓮縣","10015","其他_含交通特目水利國土保安等用地_面積_公頃","2906.24"
386,"20240905","112","20231231","臺東縣","10014","原住民保留地土地_面積_公頃","48208.893"
387,"20240905","112","20231231","臺東縣","10014","建地_住商行工文等區及甲乙丙丁建地_面積_公頃","351.818"
388,"20240905","112","20231231","臺東縣","10014","農業區_農牧用地_面積_公頃","14403.113"
389,"20240905","112","20231231","臺東縣","10014","林業用地_面積_公頃","31829.26"
390,"20240905","112","20231231","臺東縣","10014","其他_含交通特目水利國土保安等用地_面積_公頃","1624.702"
